tau_dis,n_seeds,accuracy_amb_mean,accuracy_amb_std,accuracy_dis_mean,accuracy_dis_std,false_abstention_rate_mean,false_abstention_rate_std,score_mean,score_std
0.0,5,0.994578313253012,0.0053881156084332055,0.8798192771084338,0.007560180962657307,0.0716867469879518,0.006868526657223722,0.9371987951807229,0.005011916051895704
0.01,5,0.994578313253012,0.0053881156084332055,0.8789156626506024,0.008690685570032218,0.07439759036144578,0.010574391374422865,0.9367469879518072,0.005857059181515086
0.02,5,0.994578313253012,0.0053881156084332055,0.8780120481927711,0.010102716765812304,0.07710843373493975,0.013941911820521829,0.9362951807228915,0.006747761089524026
0.03,5,0.994578313253012,0.0053881156084332055,0.8768072289156627,0.009841150152231647,0.07921686746987952,0.01515781643383871,0.9356927710843373,0.00655596351195142
0.05,5,0.994578313253012,0.0053881156084332055,0.8737951807228915,0.010932946634265982,0.08373493975903615,0.019421288748949016,0.9341867469879518,0.007234404291852679
0.1,5,0.994578313253012,0.0053881156084332055,0.869578313253012,0.013198133915787119,0.09156626506024097,0.021468108049645135,0.932078313253012,0.008204030843352302
