layer,n_bias_features,s7_delta_loss,full_val_loss,no_s7_val_loss,best_threshold,accuracy_amb,accuracy_dis,bias_score_amb,false_abstention_rate
12,50,0.005816400051116943,0.9181159734725952,0.9239323735237122,,1.0,0.7777777777777778,,0.1111111111111111
15,56,0.015111863613128662,0.9088205099105835,0.9239323735237122,,1.0,0.7777777777777778,,0.1111111111111111
18,57,0.013924896717071533,0.9100074768066406,0.9239323735237122,,1.0,0.7777777777777778,,0.1111111111111111
