system,n_seeds,condition_accuracy_mean,condition_accuracy_std,accuracy_amb_mean,accuracy_amb_std,accuracy_dis_mean,accuracy_dis_std,false_abstention_rate_mean,false_abstention_rate_std
category_aware_condition_threshold,5,0.9927710843373494,0.0031769613117061755,0.994578313253012,0.0020205433531624525,0.8798192771084338,0.007560180962657307,0.0716867469879518,0.006868526657223722
uniform_threshold_0_50,5,0.9983433734939758,0.001116897362514421,1.0,0.0,0.8789156626506024,0.0069505908188038,0.07259036144578312,0.006684440066618112
