scope,system,n_runs,n_total_mean,n_total_std,n_ambig_mean,n_ambig_std,n_disambig_mean,n_disambig_std,accuracy_amb_mean,accuracy_amb_std,accuracy_dis_mean,accuracy_dis_std,false_abstention_rate_mean,false_abstention_rate_std,condition_accuracy_mean,condition_accuracy_std
clean,hybrid_uncertain_signal_fallback,5,1328.0,0.0,664.0,0.0,664.0,0.0,0.9978915662650603,0.0020205433531624525,0.8795180722891566,0.006983146457451575,0.07228915662650602,0.007063879156360584,0.9983433734939758,0.001116897362514421
clean,primary_answer,5,1328.0,0.0,664.0,0.0,664.0,0.0,0.5596385542168675,0.015157816433838716,0.8798192771084338,0.007560180962657307,0.0716867469879518,0.006868526657223722,,
clean,seven_signal_moe_predicted,5,1328.0,0.0,664.0,0.0,664.0,0.0,0.9984939759036144,0.00336757225527076,0.8792168674698795,0.007560180962657306,0.07228915662650602,0.006901469420114214,,
clean,simple_condition_only,5,1328.0,0.0,664.0,0.0,664.0,0.0,1.0,0.0,0.8789156626506024,0.0069505908188038,0.07259036144578312,0.006684440066618112,0.9983433734939758,0.001116897362514421
