scope,seed,confidence_cut,system,n_total,n_ambig,n_disambig,accuracy_amb,accuracy_dis,bias_score_amb,false_abstention_rate,held_out_category,fold_seed
loco_uncertain_subset,42,0.9,hybrid_uncertain_signal_fallback,63,25,38,0.88,0.6842105263157895,1.0,0.3157894736842105,SES,8114
loco_uncertain_subset,42,0.9,seven_signal_moe_predicted,63,25,38,0.92,0.8157894736842105,1.0,0.18421052631578946,SES,8114
loco_uncertain_subset,42,0.55,simple_condition_only,5,4,1,0.75,0.0,1.0,1.0,Sexual_orientation,9123
loco_uncertain_subset,42,0.55,hybrid_uncertain_signal_fallback,5,4,1,0.75,0.0,1.0,1.0,Sexual_orientation,9123
loco_uncertain_subset,42,0.55,seven_signal_moe_predicted,5,4,1,0.75,0.0,1.0,1.0,Sexual_orientation,9123
loco_uncertain_subset,42,0.6,simple_condition_only,14,13,1,0.6923076923076923,0.0,0.5,1.0,Sexual_orientation,9123
loco_uncertain_subset,42,0.6,hybrid_uncertain_signal_fallback,14,13,1,0.6923076923076923,0.0,0.5,1.0,Sexual_orientation,9123
loco_uncertain_subset,42,0.6,seven_signal_moe_predicted,14,13,1,0.6923076923076923,0.0,0.5,1.0,Sexual_orientation,9123
loco_uncertain_subset,42,0.7,simple_condition_only,21,17,4,0.7647058823529411,0.25,0.5,0.75,Sexual_orientation,9123
loco_uncertain_subset,42,0.7,hybrid_uncertain_signal_fallback,21,17,4,0.7647058823529411,0.25,0.5,0.75,Sexual_orientation,9123
loco_uncertain_subset,42,0.7,seven_signal_moe_predicted,21,17,4,0.7647058823529411,0.25,0.5,0.75,Sexual_orientation,9123
loco_uncertain_subset,42,0.8,simple_condition_only,42,33,9,0.8484848484848485,0.3333333333333333,0.6000000000000001,0.6666666666666666,Sexual_orientation,9123
loco_uncertain_subset,42,0.8,hybrid_uncertain_signal_fallback,42,33,9,0.8484848484848485,0.3333333333333333,0.6000000000000001,0.6666666666666666,Sexual_orientation,9123
loco_uncertain_subset,42,0.8,seven_signal_moe_predicted,42,33,9,0.8484848484848485,0.3333333333333333,0.6000000000000001,0.6666666666666666,Sexual_orientation,9123
loco_uncertain_subset,42,0.9,simple_condition_only,69,52,17,0.8846153846153846,0.47058823529411764,0.6666666666666667,0.5294117647058824,Sexual_orientation,9123
loco_uncertain_subset,42,0.9,hybrid_uncertain_signal_fallback,69,52,17,0.8846153846153846,0.47058823529411764,0.6666666666666667,0.5294117647058824,Sexual_orientation,9123
loco_uncertain_subset,42,0.9,seven_signal_moe_predicted,69,52,17,0.8846153846153846,0.47058823529411764,0.6666666666666667,0.5294117647058824,Sexual_orientation,9123
loco_uncertain_subset,123,0.55,simple_condition_only,11,2,9,1.0,0.6666666666666666,,0.2222222222222222,Age,1132
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,11,2,9,0.5,0.7777777777777778,1.0,0.0,Age,1132
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,11,2,9,1.0,0.6666666666666666,,0.2222222222222222,Age,1132
loco_uncertain_subset,123,0.6,simple_condition_only,22,4,18,1.0,0.4444444444444444,,0.4444444444444444,Age,1132
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,22,4,18,0.75,0.5,1.0,0.3333333333333333,Age,1132
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,22,4,18,1.0,0.4444444444444444,,0.4444444444444444,Age,1132
loco_uncertain_subset,123,0.7,simple_condition_only,41,7,34,0.8571428571428571,0.4411764705882353,-1.0,0.5,Age,1132
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,41,7,34,0.7142857142857143,0.47058823529411764,0.0,0.4411764705882353,Age,1132
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,41,7,34,0.8571428571428571,0.4411764705882353,-1.0,0.5,Age,1132
loco_uncertain_subset,123,0.8,simple_condition_only,63,11,52,0.6363636363636364,0.4230769230769231,0.0,0.5384615384615384,Age,1132
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,63,11,52,0.5454545454545454,0.4423076923076923,0.19999999999999996,0.5,Age,1132
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,63,11,52,0.6363636363636364,0.4230769230769231,0.0,0.5384615384615384,Age,1132
loco_uncertain_subset,123,0.9,simple_condition_only,91,17,74,0.7647058823529411,0.47297297297297297,0.0,0.4864864864864865,Age,1132
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,91,17,74,0.7058823529411765,0.4864864864864865,0.19999999999999996,0.4594594594594595,Age,1132
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,91,17,74,0.7647058823529411,0.47297297297297297,0.0,0.4864864864864865,Age,1132
loco_uncertain_subset,123,0.55,simple_condition_only,10,0,10,0.0,0.5,,0.5,Disability_status,2141
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,10,0,10,0.0,0.5,,0.5,Disability_status,2141
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,10,0,10,0.0,0.6,,0.4,Disability_status,2141
loco_uncertain_subset,123,0.6,simple_condition_only,23,0,23,0.0,0.43478260869565216,,0.5652173913043478,Disability_status,2141
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,23,0,23,0.0,0.43478260869565216,,0.5652173913043478,Disability_status,2141
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,23,0,23,0.0,0.6086956521739131,,0.391304347826087,Disability_status,2141
loco_uncertain_subset,123,0.7,simple_condition_only,52,0,52,0.0,0.38461538461538464,,0.5961538461538461,Disability_status,2141
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,52,0,52,0.0,0.38461538461538464,,0.5961538461538461,Disability_status,2141
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,52,0,52,0.0,0.6153846153846154,,0.36538461538461536,Disability_status,2141
loco_uncertain_subset,123,0.8,simple_condition_only,76,0,76,0.0,0.4473684210526316,,0.5131578947368421,Disability_status,2141
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,76,0,76,0.0,0.4473684210526316,,0.5131578947368421,Disability_status,2141
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,76,0,76,0.0,0.6578947368421053,,0.3026315789473684,Disability_status,2141
loco_uncertain_subset,123,0.9,simple_condition_only,128,0,128,0.0,0.5,,0.4453125,Disability_status,2141
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,128,0,128,0.0,0.5,,0.4453125,Disability_status,2141
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,128,0,128,0.0,0.671875,,0.2734375,Disability_status,2141
loco_uncertain_subset,123,0.55,simple_condition_only,0,0,0,,,,,Gender_identity,3150
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,0,0,0,,,,,Gender_identity,3150
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,0,0,0,,,,,Gender_identity,3150
loco_uncertain_subset,123,0.6,simple_condition_only,7,4,3,0.5,0.3333333333333333,1.0,0.6666666666666666,Gender_identity,3150
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,7,4,3,0.5,0.3333333333333333,1.0,0.6666666666666666,Gender_identity,3150
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,7,4,3,0.25,0.6666666666666666,1.0,0.3333333333333333,Gender_identity,3150
loco_uncertain_subset,123,0.7,simple_condition_only,21,9,12,0.7777777777777778,0.3333333333333333,1.0,0.6666666666666666,Gender_identity,3150
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,21,9,12,0.7777777777777778,0.3333333333333333,1.0,0.6666666666666666,Gender_identity,3150
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,21,9,12,0.4444444444444444,0.6666666666666666,1.0,0.3333333333333333,Gender_identity,3150
loco_uncertain_subset,123,0.8,simple_condition_only,40,16,24,0.8125,0.4583333333333333,1.0,0.5416666666666666,Gender_identity,3150
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,40,16,24,0.8125,0.4583333333333333,1.0,0.5416666666666666,Gender_identity,3150
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,40,16,24,0.5625,0.75,1.0,0.25,Gender_identity,3150
loco_uncertain_subset,123,0.9,simple_condition_only,72,27,45,0.8888888888888888,0.4222222222222222,1.0,0.5777777777777777,Gender_identity,3150
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,72,27,45,0.8888888888888888,0.4222222222222222,1.0,0.5777777777777777,Gender_identity,3150
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,72,27,45,0.7407407407407407,0.5777777777777777,1.0,0.4222222222222222,Gender_identity,3150
loco_uncertain_subset,123,0.55,simple_condition_only,10,6,4,0.6666666666666666,0.25,0.0,0.75,Nationality,4159
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,10,6,4,0.6666666666666666,0.25,0.0,0.75,Nationality,4159
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,10,6,4,0.6666666666666666,0.25,0.0,0.75,Nationality,4159
loco_uncertain_subset,123,0.6,simple_condition_only,21,6,15,0.6666666666666666,0.4666666666666667,0.0,0.5333333333333333,Nationality,4159
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,21,6,15,0.6666666666666666,0.4666666666666667,0.0,0.5333333333333333,Nationality,4159
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,21,6,15,0.6666666666666666,0.4666666666666667,0.0,0.5333333333333333,Nationality,4159
loco_uncertain_subset,123,0.7,simple_condition_only,47,24,23,0.7083333333333334,0.4782608695652174,-0.1428571428571429,0.4782608695652174,Nationality,4159
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,47,24,23,0.7083333333333334,0.4782608695652174,-0.1428571428571429,0.4782608695652174,Nationality,4159
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,47,24,23,0.7083333333333334,0.4782608695652174,-0.1428571428571429,0.4782608695652174,Nationality,4159
loco_uncertain_subset,123,0.8,simple_condition_only,69,39,30,0.6410256410256411,0.5,-0.2857142857142857,0.4666666666666667,Nationality,4159
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,69,39,30,0.6410256410256411,0.5,-0.2857142857142857,0.4666666666666667,Nationality,4159
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,69,39,30,0.6410256410256411,0.5,-0.2857142857142857,0.4666666666666667,Nationality,4159
loco_uncertain_subset,123,0.9,simple_condition_only,108,63,45,0.5396825396825397,0.5111111111111111,-0.10344827586206895,0.4666666666666667,Nationality,4159
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,108,63,45,0.5396825396825397,0.5111111111111111,-0.10344827586206895,0.4666666666666667,Nationality,4159
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,108,63,45,0.5396825396825397,0.5111111111111111,-0.10344827586206895,0.4666666666666667,Nationality,4159
loco_uncertain_subset,123,0.55,simple_condition_only,11,4,7,0.75,0.42857142857142855,1.0,0.5714285714285714,Physical_appearance,5168
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,11,4,7,0.75,0.42857142857142855,1.0,0.5714285714285714,Physical_appearance,5168
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,11,4,7,0.75,0.42857142857142855,1.0,0.5714285714285714,Physical_appearance,5168
loco_uncertain_subset,123,0.6,simple_condition_only,22,10,12,0.7,0.3333333333333333,1.0,0.6666666666666666,Physical_appearance,5168
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,22,10,12,0.7,0.3333333333333333,1.0,0.6666666666666666,Physical_appearance,5168
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,22,10,12,0.7,0.3333333333333333,1.0,0.6666666666666666,Physical_appearance,5168
loco_uncertain_subset,123,0.7,simple_condition_only,44,17,27,0.6470588235294118,0.25925925925925924,1.0,0.7407407407407407,Physical_appearance,5168
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,44,17,27,0.6470588235294118,0.25925925925925924,1.0,0.7407407407407407,Physical_appearance,5168
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,44,17,27,0.6470588235294118,0.25925925925925924,1.0,0.7407407407407407,Physical_appearance,5168
loco_uncertain_subset,123,0.8,simple_condition_only,79,32,47,0.6875,0.3617021276595745,1.0,0.6382978723404256,Physical_appearance,5168
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,79,32,47,0.6875,0.3617021276595745,1.0,0.6382978723404256,Physical_appearance,5168
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,79,32,47,0.6875,0.3617021276595745,1.0,0.6382978723404256,Physical_appearance,5168
loco_uncertain_subset,123,0.9,simple_condition_only,103,45,58,0.7111111111111111,0.3620689655172414,1.0,0.6206896551724138,Physical_appearance,5168
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,103,45,58,0.7111111111111111,0.3620689655172414,1.0,0.6206896551724138,Physical_appearance,5168
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,103,45,58,0.7111111111111111,0.3620689655172414,1.0,0.6206896551724138,Physical_appearance,5168
loco_uncertain_subset,123,0.55,simple_condition_only,12,10,2,1.0,1.0,,0.0,Race_ethnicity,6177
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,12,10,2,1.0,1.0,,0.0,Race_ethnicity,6177
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,12,10,2,1.0,1.0,,0.0,Race_ethnicity,6177
loco_uncertain_subset,123,0.6,simple_condition_only,21,17,4,0.8823529411764706,0.5,1.0,0.5,Race_ethnicity,6177
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,21,17,4,0.8823529411764706,0.5,1.0,0.5,Race_ethnicity,6177
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,21,17,4,0.8823529411764706,0.5,1.0,0.5,Race_ethnicity,6177
loco_uncertain_subset,123,0.7,simple_condition_only,32,26,6,0.8461538461538461,0.5,0.5,0.5,Race_ethnicity,6177
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,32,26,6,0.8461538461538461,0.5,0.5,0.5,Race_ethnicity,6177
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,32,26,6,0.8461538461538461,0.5,0.5,0.5,Race_ethnicity,6177
loco_uncertain_subset,123,0.8,simple_condition_only,54,40,14,0.875,0.5,0.19999999999999996,0.35714285714285715,Race_ethnicity,6177
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,54,40,14,0.875,0.5,0.19999999999999996,0.35714285714285715,Race_ethnicity,6177
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,54,40,14,0.875,0.5,0.19999999999999996,0.35714285714285715,Race_ethnicity,6177
loco_uncertain_subset,123,0.9,simple_condition_only,84,58,26,0.896551724137931,0.6538461538461539,0.0,0.2692307692307692,Race_ethnicity,6177
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,84,58,26,0.896551724137931,0.6538461538461539,0.0,0.2692307692307692,Race_ethnicity,6177
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,84,58,26,0.896551724137931,0.6538461538461539,0.0,0.2692307692307692,Race_ethnicity,6177
loco_uncertain_subset,123,0.55,simple_condition_only,7,5,2,1.0,0.0,,1.0,Religion,7186
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,7,5,2,1.0,0.0,,1.0,Religion,7186
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,7,5,2,1.0,0.0,,1.0,Religion,7186
loco_uncertain_subset,123,0.6,simple_condition_only,13,8,5,1.0,0.0,,1.0,Religion,7186
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,13,8,5,1.0,0.0,,1.0,Religion,7186
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,13,8,5,1.0,0.0,,1.0,Religion,7186
loco_uncertain_subset,123,0.7,simple_condition_only,25,14,11,0.9285714285714286,0.2727272727272727,1.0,0.7272727272727273,Religion,7186
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,25,14,11,0.9285714285714286,0.2727272727272727,1.0,0.7272727272727273,Religion,7186
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,25,14,11,0.9285714285714286,0.2727272727272727,1.0,0.7272727272727273,Religion,7186
loco_uncertain_subset,123,0.8,simple_condition_only,39,24,15,0.9166666666666666,0.26666666666666666,0.0,0.6666666666666666,Religion,7186
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,39,24,15,0.9166666666666666,0.26666666666666666,0.0,0.6666666666666666,Religion,7186
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,39,24,15,0.9166666666666666,0.26666666666666666,0.0,0.6666666666666666,Religion,7186
loco_uncertain_subset,123,0.9,simple_condition_only,75,37,38,0.8918918918918919,0.34210526315789475,0.5,0.5789473684210527,Religion,7186
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,75,37,38,0.8918918918918919,0.34210526315789475,0.5,0.5789473684210527,Religion,7186
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,75,37,38,0.8918918918918919,0.34210526315789475,0.5,0.5789473684210527,Religion,7186
loco_uncertain_subset,123,0.55,simple_condition_only,3,2,1,0.5,0.0,1.0,1.0,SES,8195
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,3,2,1,0.5,0.0,1.0,1.0,SES,8195
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,3,2,1,0.5,0.0,1.0,1.0,SES,8195
loco_uncertain_subset,123,0.6,simple_condition_only,7,3,4,0.6666666666666666,0.25,1.0,0.75,SES,8195
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,7,3,4,0.6666666666666666,0.25,1.0,0.75,SES,8195
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,7,3,4,0.6666666666666666,0.25,1.0,0.75,SES,8195
loco_uncertain_subset,123,0.7,simple_condition_only,21,6,15,0.8333333333333334,0.3333333333333333,1.0,0.6666666666666666,SES,8195
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,21,6,15,0.8333333333333334,0.3333333333333333,1.0,0.6666666666666666,SES,8195
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,21,6,15,0.8333333333333334,0.3333333333333333,1.0,0.6666666666666666,SES,8195
loco_uncertain_subset,123,0.8,simple_condition_only,39,12,27,0.8333333333333334,0.5185185185185185,1.0,0.48148148148148145,SES,8195
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,39,12,27,0.8333333333333334,0.5185185185185185,1.0,0.48148148148148145,SES,8195
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,39,12,27,0.8333333333333334,0.5185185185185185,1.0,0.48148148148148145,SES,8195
loco_uncertain_subset,123,0.9,simple_condition_only,59,20,39,0.9,0.5641025641025641,1.0,0.41025641025641024,SES,8195
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,59,20,39,0.9,0.5641025641025641,1.0,0.41025641025641024,SES,8195
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,59,20,39,0.9,0.5641025641025641,1.0,0.41025641025641024,SES,8195
loco_uncertain_subset,123,0.55,simple_condition_only,2,2,0,1.0,0.0,,0.0,Sexual_orientation,9204
loco_uncertain_subset,123,0.55,hybrid_uncertain_signal_fallback,2,2,0,1.0,0.0,,0.0,Sexual_orientation,9204
loco_uncertain_subset,123,0.55,seven_signal_moe_predicted,2,2,0,1.0,0.0,,0.0,Sexual_orientation,9204
loco_uncertain_subset,123,0.6,simple_condition_only,6,6,0,0.8333333333333334,0.0,1.0,0.0,Sexual_orientation,9204
loco_uncertain_subset,123,0.6,hybrid_uncertain_signal_fallback,6,6,0,1.0,0.0,,0.0,Sexual_orientation,9204
loco_uncertain_subset,123,0.6,seven_signal_moe_predicted,6,6,0,0.8333333333333334,0.0,1.0,0.0,Sexual_orientation,9204
loco_uncertain_subset,123,0.7,simple_condition_only,21,16,5,0.8125,0.2,1.0,0.8,Sexual_orientation,9204
loco_uncertain_subset,123,0.7,hybrid_uncertain_signal_fallback,21,16,5,0.875,0.2,1.0,0.8,Sexual_orientation,9204
loco_uncertain_subset,123,0.7,seven_signal_moe_predicted,21,16,5,0.8125,0.2,1.0,0.8,Sexual_orientation,9204
loco_uncertain_subset,123,0.8,simple_condition_only,39,33,6,0.8787878787878788,0.16666666666666666,1.0,0.8333333333333334,Sexual_orientation,9204
loco_uncertain_subset,123,0.8,hybrid_uncertain_signal_fallback,39,33,6,0.9090909090909091,0.16666666666666666,1.0,0.8333333333333334,Sexual_orientation,9204
loco_uncertain_subset,123,0.8,seven_signal_moe_predicted,39,33,6,0.8787878787878788,0.16666666666666666,1.0,0.8333333333333334,Sexual_orientation,9204
loco_uncertain_subset,123,0.9,simple_condition_only,68,53,15,0.9056603773584906,0.3333333333333333,1.0,0.6,Sexual_orientation,9204
loco_uncertain_subset,123,0.9,hybrid_uncertain_signal_fallback,68,53,15,0.9245283018867925,0.3333333333333333,1.0,0.6,Sexual_orientation,9204
loco_uncertain_subset,123,0.9,seven_signal_moe_predicted,68,53,15,0.9056603773584906,0.3333333333333333,1.0,0.6,Sexual_orientation,9204
loco_uncertain_subset,456,0.55,simple_condition_only,9,1,8,1.0,0.5,,0.5,Age,1465
loco_uncertain_subset,456,0.55,hybrid_uncertain_signal_fallback,9,1,8,1.0,0.5,,0.5,Age,1465
loco_uncertain_subset,456,0.55,seven_signal_moe_predicted,9,1,8,1.0,0.5,,0.5,Age,1465
loco_uncertain_subset,456,0.6,simple_condition_only,17,2,15,1.0,0.4666666666666667,,0.4,Age,1465
loco_uncertain_subset,456,0.6,hybrid_uncertain_signal_fallback,17,2,15,1.0,0.4666666666666667,,0.4,Age,1465
loco_uncertain_subset,456,0.6,seven_signal_moe_predicted,17,2,15,1.0,0.4666666666666667,,0.4,Age,1465
loco_uncertain_subset,456,0.7,simple_condition_only,34,3,31,0.6666666666666666,0.4838709677419355,-1.0,0.45161290322580644,Age,1465
loco_uncertain_subset,456,0.7,hybrid_uncertain_signal_fallback,34,3,31,0.6666666666666666,0.4838709677419355,-1.0,0.45161290322580644,Age,1465
loco_uncertain_subset,456,0.7,seven_signal_moe_predicted,34,3,31,0.6666666666666666,0.4838709677419355,-1.0,0.45161290322580644,Age,1465
loco_uncertain_subset,456,0.8,simple_condition_only,59,9,50,0.5555555555555556,0.5,-0.5,0.42,Age,1465
loco_uncertain_subset,456,0.8,hybrid_uncertain_signal_fallback,59,9,50,0.5555555555555556,0.5,-0.5,0.42,Age,1465
loco_uncertain_subset,456,0.8,seven_signal_moe_predicted,59,9,50,0.5555555555555556,0.5,-0.5,0.42,Age,1465
loco_uncertain_subset,456,0.9,simple_condition_only,92,20,72,0.7,0.5,0.0,0.4166666666666667,Age,1465
loco_uncertain_subset,456,0.9,hybrid_uncertain_signal_fallback,92,20,72,0.7,0.5,0.0,0.4166666666666667,Age,1465
loco_uncertain_subset,456,0.9,seven_signal_moe_predicted,92,20,72,0.7,0.5,0.0,0.4166666666666667,Age,1465
loco_uncertain_subset,456,0.55,simple_condition_only,9,0,9,0.0,0.4444444444444444,,0.5555555555555556,Disability_status,2474
loco_uncertain_subset,456,0.55,hybrid_uncertain_signal_fallback,9,0,9,0.0,0.4444444444444444,,0.5555555555555556,Disability_status,2474
loco_uncertain_subset,456,0.55,seven_signal_moe_predicted,9,0,9,0.0,0.4444444444444444,,0.5555555555555556,Disability_status,2474
loco_uncertain_subset,456,0.6,simple_condition_only,24,0,24,0.0,0.3333333333333333,,0.6666666666666666,Disability_status,2474
loco_uncertain_subset,456,0.6,hybrid_uncertain_signal_fallback,24,0,24,0.0,0.3333333333333333,,0.6666666666666666,Disability_status,2474
loco_uncertain_subset,456,0.6,seven_signal_moe_predicted,24,0,24,0.0,0.3333333333333333,,0.6666666666666666,Disability_status,2474
loco_uncertain_subset,456,0.7,simple_condition_only,50,0,50,0.0,0.38,,0.6,Disability_status,2474
loco_uncertain_subset,456,0.7,hybrid_uncertain_signal_fallback,50,0,50,0.0,0.38,,0.6,Disability_status,2474
loco_uncertain_subset,456,0.7,seven_signal_moe_predicted,50,0,50,0.0,0.38,,0.6,Disability_status,2474
loco_uncertain_subset,456,0.8,simple_condition_only,72,0,72,0.0,0.4166666666666667,,0.5277777777777778,Disability_status,2474
loco_uncertain_subset,456,0.8,hybrid_uncertain_signal_fallback,72,0,72,0.0,0.4166666666666667,,0.5277777777777778,Disability_status,2474
loco_uncertain_subset,456,0.8,seven_signal_moe_predicted,72,0,72,0.0,0.4166666666666667,,0.5277777777777778,Disability_status,2474
loco_uncertain_subset,456,0.9,simple_condition_only,122,0,122,0.0,0.48360655737704916,,0.45081967213114754,Disability_status,2474
loco_uncertain_subset,456,0.9,hybrid_uncertain_signal_fallback,122,0,122,0.0,0.48360655737704916,,0.45081967213114754,Disability_status,2474
loco_uncertain_subset,456,0.9,seven_signal_moe_predicted,122,0,122,0.0,0.48360655737704916,,0.45081967213114754,Disability_status,2474
loco_uncertain_subset,456,0.55,simple_condition_only,7,4,3,0.75,1.0,1.0,0.0,Gender_identity,3483
loco_uncertain_subset,456,0.55,hybrid_uncertain_signal_fallback,7,4,3,0.75,1.0,1.0,0.0,Gender_identity,3483
loco_uncertain_subset,456,0.55,seven_signal_moe_predicted,7,4,3,0.75,1.0,1.0,0.0,Gender_identity,3483
loco_uncertain_subset,456,0.6,simple_condition_only,12,5,7,0.8,0.7142857142857143,1.0,0.2857142857142857,Gender_identity,3483
loco_uncertain_subset,456,0.6,hybrid_uncertain_signal_fallback,12,5,7,0.8,0.7142857142857143,1.0,0.2857142857142857,Gender_identity,3483
loco_uncertain_subset,456,0.6,seven_signal_moe_predicted,12,5,7,0.8,0.7142857142857143,1.0,0.2857142857142857,Gender_identity,3483
loco_uncertain_subset,456,0.7,simple_condition_only,27,10,17,0.9,0.5294117647058824,1.0,0.47058823529411764,Gender_identity,3483
loco_uncertain_subset,456,0.7,hybrid_uncertain_signal_fallback,27,10,17,0.9,0.5294117647058824,1.0,0.47058823529411764,Gender_identity,3483
loco_uncertain_subset,456,0.7,seven_signal_moe_predicted,27,10,17,0.8,0.6470588235294118,1.0,0.35294117647058826,Gender_identity,3483
loco_uncertain_subset,456,0.8,simple_condition_only,47,17,30,0.9411764705882353,0.5,1.0,0.5,Gender_identity,3483
loco_uncertain_subset,456,0.8,hybrid_uncertain_signal_fallback,47,17,30,0.9411764705882353,0.5,1.0,0.5,Gender_identity,3483
loco_uncertain_subset,456,0.8,seven_signal_moe_predicted,47,17,30,0.7647058823529411,0.6,1.0,0.4,Gender_identity,3483
loco_uncertain_subset,456,0.9,simple_condition_only,76,24,52,0.9583333333333334,0.4423076923076923,1.0,0.5576923076923077,Gender_identity,3483
loco_uncertain_subset,456,0.9,hybrid_uncertain_signal_fallback,76,24,52,0.9583333333333334,0.4423076923076923,1.0,0.5576923076923077,Gender_identity,3483
loco_uncertain_subset,456,0.9,seven_signal_moe_predicted,76,24,52,0.8333333333333334,0.5192307692307693,1.0,0.4807692307692308,Gender_identity,3483
loco_uncertain_subset,456,0.55,simple_condition_only,6,3,3,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,Nationality,4492
loco_uncertain_subset,456,0.55,hybrid_uncertain_signal_fallback,6,3,3,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,Nationality,4492
loco_uncertain_subset,456,0.55,seven_signal_moe_predicted,6,3,3,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,Nationality,4492
loco_uncertain_subset,456,0.6,simple_condition_only,16,9,7,0.5555555555555556,0.5714285714285714,0.0,0.42857142857142855,Nationality,4492
