layer,n_bias_features,s7_delta_loss,full_val_loss,no_s7_val_loss,best_threshold,accuracy_amb,accuracy_dis,bias_score_amb,false_abstention_rate
12,56,0.0003553628921508789,0.9221150279045105,0.9224703907966614,,1.0,0.7777777777777778,,0.1111111111111111
15,56,0.016416072845458984,0.9060543179512024,0.9224703907966614,,1.0,0.7777777777777778,,0.1111111111111111
18,58,0.01283484697341919,0.9096355438232422,0.9224703907966614,,1.0,0.7777777777777778,,0.1111111111111111
