cluster,best_tau,score,acc_amb,acc_dis,bias_amb,far,n
cultural,0.75,0.8299277605779154,0.9176470588235294,0.8070175438596491,0.0,0.17543859649122806,341
identity,0.65,0.7333100233100233,0.8717948717948718,0.7575757575757576,0.040000000000000036,0.19696969696969696,393
lexical,0.75,0.6758850705980066,0.8914728682170543,0.5859375,-0.04761904761904767,0.3359375,771
numerical,0.65,0.7994310583109404,0.9220338983050848,0.7946127946127947,0.04347826086956519,0.15824915824915825,592
