seed,tau_amb,tau_dis,split,score,n_total,accuracy_amb,accuracy_dis,bias_score_amb,bias_abs_amb,false_abstention_rate
999,0.9,0.04,test,0.9231927710843374,1328,0.9864457831325302,0.8599397590361446,-0.33333333333333337,0.33333333333333337,0.10843373493975904
999,0.9,0.05,val,0.9126506024096386,1328,0.9909638554216867,0.8343373493975904,-0.6666666666666667,0.6666666666666667,0.11144578313253012
999,0.9,0.05,test,0.9224397590361446,1328,0.9864457831325302,0.858433734939759,-0.33333333333333337,0.33333333333333337,0.11295180722891567
999,0.9,0.06,val,0.9126506024096386,1328,0.9909638554216867,0.8343373493975904,-0.6666666666666667,0.6666666666666667,0.11295180722891567
999,0.9,0.06,test,0.9224397590361446,1328,0.9864457831325302,0.858433734939759,-0.33333333333333337,0.33333333333333337,0.1144578313253012
999,0.9,0.07,val,0.9118975903614458,1328,0.9909638554216867,0.8328313253012049,-0.6666666666666667,0.6666666666666667,0.11897590361445783
999,0.9,0.07,test,0.9216867469879518,1328,0.9864457831325302,0.8569277108433735,-0.33333333333333337,0.33333333333333337,0.11596385542168675
999,0.9,0.08,val,0.911144578313253,1328,0.9909638554216867,0.8313253012048193,-0.6666666666666667,0.6666666666666667,0.12198795180722892
999,0.9,0.08,test,0.9216867469879518,1328,0.9864457831325302,0.8569277108433735,-0.33333333333333337,0.33333333333333337,0.11596385542168675
999,0.9,0.09,val,0.9103915662650602,1328,0.9909638554216867,0.8298192771084337,-0.6666666666666667,0.6666666666666667,0.12349397590361445
999,0.9,0.09,test,0.920933734939759,1328,0.9864457831325302,0.8554216867469879,-0.33333333333333337,0.33333333333333337,0.11897590361445783
999,0.9,0.1,val,0.9088855421686747,1328,0.9909638554216867,0.8268072289156626,-0.6666666666666667,0.6666666666666667,0.12650602409638553
999,0.9,0.1,test,0.9194277108433735,1328,0.9864457831325302,0.8524096385542169,-0.33333333333333337,0.33333333333333337,0.12198795180722892
