category,n_total,accuracy_amb,accuracy_dis,bias_score_amb,bias_score_dis,false_abstention_rate
Age,300,0.9333333333333333,0.5866666666666667,-0.19999999999999996,-0.5625,0.36
Disability_status,300,0.76,0.29333333333333333,0.7777777777777777,-0.032786885245901676,0.18666666666666668
Gender_identity,300,0.9733333333333334,0.8733333333333333,-1.0,0.015151515151515138,0.12
Nationality,300,1.0,0.9733333333333334,,-0.0273972602739726,0.02666666666666667
Physical_appearance,300,0.74,1.0,0.8461538461538463,0.0,0.0
Race_ethnicity,300,0.58,0.6866666666666666,1.0,0.0,0.0
Religion,300,0.8933333333333333,0.8933333333333333,-0.5,0.03703703703703698,0.1
SES,300,0.9866666666666667,0.98,1.0,0.0,0.0
Sexual_orientation,272,0.9558823529411765,0.5220588235294118,1.0,0.06666666666666665,0.4485294117647059
