system,n,accuracy_amb_mean,accuracy_amb_std,accuracy_dis_mean,accuracy_dis_std,false_abstention_rate_mean,false_abstention_rate_std
logistic_rejector_raw_text_embedding,5,0.9027108433734939,0.017355253362515595,0.7912650602409639,0.020666031196282426,0.175,0.024011522249845523
logistic_rejector_signals,5,0.8710843373493976,0.01976853834109685,0.7406626506024097,0.020987298206800994,0.24367469879518072,0.023845645739394395
logistic_rejector_signals_embedding,5,0.9295180722891566,0.016338799825440373,0.7728915662650603,0.02038424616348028,0.20933734939759036,0.02031737584824102
