system,n,accuracy_amb_mean,accuracy_amb_std,accuracy_dis_mean,accuracy_dis_std,false_abstention_rate_mean,false_abstention_rate_std
chosen_softmax_threshold,5,0.8599397590361446,0.02634466217550586,0.736144578313253,0.027262780146264026,0.25301204819277107,0.028673844525090027
max_softmax_threshold,5,0.8599397590361446,0.02634466217550586,0.736144578313253,0.027262780146264026,0.25301204819277107,0.028673844525090027
unknown_probability_temp_scaled,5,0.8057228915662651,0.022261664908274848,0.7569277108433735,0.033347468213219336,0.21897590361445785,0.0346156288723698
unknown_probability_threshold,5,0.7951807228915663,0.029261083174285336,0.7587349397590362,0.021014298472959818,0.21656626506024096,0.02159976700518949
